age_segment;dt;item_topic;item_topic (copy);record_id;source_topic;топ-10;visits
26-30;24.09.2019 18:57:00;Юмор;Юмор;1070808;Психология;Остальные;6
26-30;24.09.2019 18:57:00;Юмор;Юмор;1070856;Путешествия;Остальные;21
26-30;24.09.2019 18:57:00;Юмор;Юмор;1070913;Ремонт;Остальные;4
26-30;24.09.2019 18:57:00;Юмор;Юмор;1070967;Россия;Остальные;19
26-30;24.09.2019 18:57:00;Юмор;Юмор;1071025;Сад и дача;Остальные;4
26-30;24.09.2019 18:57:00;Юмор;Юмор;1071068;Сделай сам;Остальные;4
26-30;24.09.2019 18:57:00;Юмор;Юмор;1071120;Семейные отношения;Остальные;67
26-30;24.09.2019 18:57:00;Юмор;Юмор;1071189;Семья;Остальные;18
26-30;24.09.2019 18:57:00;Юмор;Юмор;1071245;Спорт;Остальные;8
26-30;24.09.2019 18:57:00;Юмор;Юмор;1071290;Строительство;Остальные;2
26-30;24.09.2019 18:58:00;Деньги;Деньги;1041652;Семья;Остальные;13
26-30;24.09.2019 18:58:00;Деньги;Деньги;1041697;Спорт;Остальные;6
26-30;24.09.2019 18:58:00;Деньги;Деньги;1041730;Строительство;Остальные;2
26-30;24.09.2019 18:58:00;Деньги;Деньги;1041763;Технологии;Остальные;3
26-30;24.09.2019 18:58:00;Деньги;Деньги;1041801;Финансы;Остальные;13
26-30;24.09.2019 18:58:00;Дети;Дети;1041850;Авто;Остальные;13
26-30;24.09.2019 18:58:00;Дети;Дети;1041891;Деньги;Остальные;10
26-30;24.09.2019 18:58:00;Дети;Дети;1041945;Дети;Остальные;20
26-30;24.09.2019 18:58:00;Дети;Дети;1042004;Еда;Остальные;22
26-30;24.09.2019 18:58:00;Дети;Дети;1042058;Здоровье;Остальные;12
26-30;24.09.2019 18:58:00;Дети;Дети;1042112;Знаменитости;Остальные;58
26-30;24.09.2019 18:58:00;Дети;Дети;1042170;Интерьеры;Остальные;7
26-30;24.09.2019 18:58:00;Дети;Дети;1042210;Искусство;Остальные;4
26-30;24.09.2019 18:58:00;Дети;Дети;1042263;История;Остальные;13
26-30;24.09.2019 18:58:00;Дети;Дети;1042321;Кино;Остальные;21
26-30;24.09.2019 18:58:00;Дети;Дети;1042379;Одежда;Остальные;18
26-30;24.09.2019 18:58:00;Дети;Дети;1042438;Полезные советы;Остальные;46
26-30;24.09.2019 18:58:00;Дети;Дети;1042505;Политика;Остальные;5
26-30;24.09.2019 18:58:00;Дети;Дети;1042546;Психология;Остальные;2
26-30;24.09.2019 18:58:00;Дети;Дети;1042589;Путешествия;Остальные;22
26-30;24.09.2019 18:58:00;Дети;Дети;1042640;Ремонт;Остальные;10
26-30;24.09.2019 18:58:00;Дети;Дети;1042687;Россия;Остальные;27
26-30;24.09.2019 18:58:00;Дети;Дети;1042750;Сад и дача;Остальные;23
26-30;24.09.2019 18:58:00;Дети;Дети;1042808;Сделай сам;Остальные;11
26-30;24.09.2019 18:58:00;Дети;Дети;1042866;Семейные отношения;Остальные;35
26-30;24.09.2019 18:58:00;Дети;Дети;1042932;Семья;Остальные;16
26-30;24.09.2019 18:58:00;Дети;Дети;1042994;Строительство;Остальные;9
26-30;24.09.2019 18:58:00;Дети;Дети;1043046;Финансы;Остальные;1
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043064;Авто;Остальные;2
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043096;Деньги;Остальные;13
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043145;Дети;Остальные;27
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043198;Еда;Остальные;2
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043227;Здоровье;Остальные;9
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043283;Знаменитости;Остальные;23
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043329;Искусство;Остальные;3
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043364;История;Остальные;12
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043412;Кино;Остальные;10
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043469;Одежда;Остальные;23
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043523;Полезные советы;Остальные;16
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043562;Политика;Остальные;1
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043592;Психология;Остальные;16
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043649;Путешествия;Остальные;16
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043711;Россия;Остальные;15
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043778;Сделай сам;Остальные;2
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043814;Семейные отношения;Остальные;60
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043890;Семья;Остальные;36
26-30;24.09.2019 18:58:00;Женская психология;Женская психология;1043937;Спорт;Остальные;2
26-30;24.09.2019 18:58:00;Женщины;Женщины;1043989;Авто;Топ-10 тем;4
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044032;Деньги;Топ-10 тем;8
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044078;Дети;Топ-10 тем;28
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044143;Еда;Топ-10 тем;7
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044201;Здоровье;Топ-10 тем;33
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044268;Знаменитости;Топ-10 тем;39
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044328;Интерьеры;Топ-10 тем;5
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044377;Искусство;Топ-10 тем;18
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044442;История;Топ-10 тем;27
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044494;Кино;Топ-10 тем;12
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044539;Музыка;Топ-10 тем;2
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044581;Одежда;Топ-10 тем;18
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044648;Полезные советы;Топ-10 тем;40
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044699;Политика;Топ-10 тем;2
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044735;Психология;Топ-10 тем;9
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044784;Путешествия;Топ-10 тем;10
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044823;Ремонт;Топ-10 тем;4
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044857;Россия;Топ-10 тем;18
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044912;Сад и дача;Топ-10 тем;8
26-30;24.09.2019 18:58:00;Женщины;Женщины;1044947;Сделай сам;Топ-10 тем;3
26-30;24.09.2019 18:58:00;Женщины;Женщины;1045005;Семейные отношения;Топ-10 тем;90
26-30;24.09.2019 18:58:00;Женщины;Женщины;1045081;Семья;Топ-10 тем;36
26-30;24.09.2019 18:58:00;Женщины;Женщины;1045138;Спорт;Топ-10 тем;6
26-30;24.09.2019 18:58:00;Женщины;Женщины;1045200;Финансы;Топ-10 тем;2
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045220;Авто;Остальные;13
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045261;Деньги;Остальные;1
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045307;Дети;Остальные;24
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045371;Еда;Остальные;10
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045426;Здоровье;Остальные;19
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045487;Знаменитости;Остальные;29
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045544;Интерьеры;Остальные;4
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045567;Искусство;Остальные;3
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045598;История;Остальные;1
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045628;Кино;Остальные;5
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045667;Музыка;Остальные;1
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045698;Одежда;Остальные;23
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045764;Полезные советы;Остальные;74
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045835;Политика;Остальные;4
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045875;Психология;Остальные;11
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045922;Путешествия;Остальные;16
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1045970;Ремонт;Остальные;4
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1046017;Россия;Остальные;26
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1046081;Сад и дача;Остальные;18
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1046131;Сделай сам;Остальные;15
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1046192;Семейные отношения;Остальные;41
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1046252;Семья;Остальные;7
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1046298;Спорт;Остальные;12
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1046342;Строительство;Остальные;3
26-30;24.09.2019 18:58:00;Здоровье;Здоровье;1046378;Технологии;Остальные;4
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046414;Авто;Остальные;1
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046440;Деньги;Остальные;1
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046470;Дети;Остальные;7
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046504;Еда;Остальные;1
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046527;Здоровье;Остальные;5
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046569;Знаменитости;Остальные;17
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046613;Интерьеры;Остальные;1
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046638;Искусство;Остальные;11
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046698;История;Остальные;29
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046749;Кино;Остальные;16
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046800;Музыка;Остальные;5
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046830;Одежда;Остальные;20
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046887;Полезные советы;Остальные;10
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046941;Психология;Остальные;4
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1046980;Путешествия;Остальные;16
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1047048;Россия;Остальные;90
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1047149;Семейные отношения;Остальные;28
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1047202;Семья;Остальные;5
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1047251;Спорт;Остальные;15
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1047302;Строительство;Остальные;1
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1047327;Технологии;Остальные;9
26-30;24.09.2019 18:58:00;Знаменитости;Знаменитости;1047366;Финансы;Остальные;3
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047409;Авто;Топ-10 тем;50
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047471;Деньги;Топ-10 тем;2
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047515;Дети;Топ-10 тем;14
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047572;Еда;Топ-10 тем;12
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047630;Здоровье;Топ-10 тем;72
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047703;Знаменитости;Топ-10 тем;22
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047754;Интерьеры;Топ-10 тем;1
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047795;Искусство;Топ-10 тем;32
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047864;История;Топ-10 тем;50
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1047937;Кино;Топ-10 тем;39
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048005;Музыка;Топ-10 тем;17
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048059;Одежда;Топ-10 тем;27
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048131;Полезные советы;Топ-10 тем;75
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048199;Политика;Топ-10 тем;14
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048251;Психология;Топ-10 тем;20
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048317;Путешествия;Топ-10 тем;54
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048382;Ремонт;Топ-10 тем;8
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048437;Россия;Топ-10 тем;104
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048517;Сад и дача;Топ-10 тем;24
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048581;Сделай сам;Топ-10 тем;10
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048638;Семейные отношения;Топ-10 тем;54
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048715;Семья;Топ-10 тем;21
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048771;Спорт;Топ-10 тем;6
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048817;Строительство;Топ-10 тем;7
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048861;Технологии;Топ-10 тем;8
26-30;24.09.2019 18:58:00;Интересные факты;Интересные факты;1048901;Финансы;Топ-10 тем;1
26-30;24.09.2019 18:58:00;Искусство;Искусство;1048932;Авто;Остальные;10
26-30;24.09.2019 18:58:00;Искусство;Искусство;1048971;Деньги;Остальные;2
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049011;Дети;Остальные;19
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049068;Здоровье;Остальные;4
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049110;Знаменитости;Остальные;58
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049169;Интерьеры;Остальные;10
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049210;Искусство;Остальные;28
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049265;История;Остальные;36
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049332;Кино;Остальные;46
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049393;Музыка;Остальные;11
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049441;Одежда;Остальные;14
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049494;Полезные советы;Остальные;14
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049542;Политика;Остальные;4
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049579;Психология;Остальные;4
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049625;Путешествия;Остальные;22
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049678;Ремонт;Остальные;5
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049731;Россия;Остальные;28
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049779;Сад и дача;Остальные;1
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049803;Сделай сам;Остальные;8
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049849;Семейные отношения;Остальные;26
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049916;Семья;Остальные;15
26-30;24.09.2019 18:58:00;Искусство;Искусство;1049961;Спорт;Остальные;2
26-30;24.09.2019 18:58:00;Искусство;Искусство;1050016;Технологии;Остальные;1
26-30;24.09.2019 18:58:00;История;История;1050058;Авто;Топ-10 тем;29
26-30;24.09.2019 18:58:00;История;История;1050105;Деньги;Топ-10 тем;2
26-30;24.09.2019 18:58:00;История;История;1050159;Дети;Топ-10 тем;31
26-30;24.09.2019 18:58:00;История;История;1050215;Еда;Топ-10 тем;2
26-30;24.09.2019 18:58:00;История;История;1050257;Здоровье;Топ-10 тем;29
26-30;24.09.2019 18:58:00;История;История;1050325;Знаменитости;Топ-10 тем;43
26-30;24.09.2019 18:58:00;История;История;1050411;Искусство;Топ-10 тем;35
26-30;24.09.2019 18:58:00;История;История;1050479;История;Топ-10 тем;26
26-30;24.09.2019 18:58:00;История;История;1050541;Кино;Топ-10 тем;38
26-30;24.09.2019 18:58:00;История;История;1050600;Музыка;Топ-10 тем;17
26-30;24.09.2019 18:58:00;История;История;1050644;Одежда;Топ-10 тем;13
26-30;24.09.2019 18:58:00;История;История;1050698;Полезные советы;Топ-10 тем;30
26-30;24.09.2019 18:58:00;История;История;1050759;Политика;Топ-10 тем;20
26-30;24.09.2019 18:58:00;История;История;1050815;Психология;Топ-10 тем;4
26-30;24.09.2019 18:58:00;История;История;1050876;Путешествия;Топ-10 тем;91
26-30;24.09.2019 18:58:00;История;История;1050945;Ремонт;Топ-10 тем;5
26-30;24.09.2019 18:58:00;История;История;1050999;Россия;Топ-10 тем;70
26-30;24.09.2019 18:58:00;История;История;1051063;Сад и дача;Топ-10 тем;3
26-30;24.09.2019 18:58:00;История;История;1051111;Сделай сам;Топ-10 тем;10
26-30;24.09.2019 18:58:00;История;История;1051166;Семейные отношения;Топ-10 тем;52
26-30;24.09.2019 18:58:00;История;История;1051235;Семья;Топ-10 тем;22
26-30;24.09.2019 18:58:00;История;История;1051295;Спорт;Топ-10 тем;6
26-30;24.09.2019 18:58:00;История;История;1051346;Технологии;Топ-10 тем;9
26-30;24.09.2019 18:58:00;История;История;1051387;Финансы;Топ-10 тем;2
26-30;24.09.2019 18:58:00;Красота;Красота;1051404;Авто;Остальные;4
26-30;24.09.2019 18:58:00;Красота;Красота;1051428;Деньги;Остальные;3
26-30;24.09.2019 18:58:00;Красота;Красота;1051458;Дети;Остальные;20
26-30;24.09.2019 18:58:00;Красота;Красота;1051519;Еда;Остальные;4
26-30;24.09.2019 18:58:00;Красота;Красота;1051572;Здоровье;Остальные;24
26-30;24.09.2019 18:58:00;Красота;Красота;1051633;Знаменитости;Остальные;50
26-30;24.09.2019 18:58:00;Красота;Красота;1051702;Интерьеры;Остальные;11
26-30;24.09.2019 18:58:00;Красота;Красота;1051742;Искусство;Остальные;7
26-30;24.09.2019 18:58:00;Красота;Красота;1051791;История;Остальные;13
26-30;24.09.2019 18:58:00;Красота;Красота;1051835;Кино;Остальные;18
26-30;24.09.2019 18:58:00;Красота;Красота;1051876;Музыка;Остальные;3
26-30;24.09.2019 18:58:00;Красота;Красота;1051909;Одежда;Остальные;16
26-30;24.09.2019 18:58:00;Красота;Красота;1051975;Полезные советы;Остальные;38
26-30;24.09.2019 18:58:00;Красота;Красота;1052032;Политика;Остальные;9
26-30;24.09.2019 18:58:00;Красота;Красота;1052073;Психология;Остальные;5
26-30;24.09.2019 18:58:00;Красота;Красота;1052121;Путешествия;Остальные;36
26-30;24.09.2019 18:58:00;Красота;Красота;1052178;Ремонт;Остальные;3
26-30;24.09.2019 18:58:00;Красота;Красота;1052227;Россия;Остальные;2
26-30;24.09.2019 18:58:00;Красота;Красота;1052283;Сад и дача;Остальные;7
26-30;24.09.2019 18:58:00;Красота;Красота;1052338;Сделай сам;Остальные;14
26-30;24.09.2019 18:58:00;Красота;Красота;1052400;Семейные отношения;Остальные;25
26-30;24.09.2019 18:58:00;Красота;Красота;1052455;Семья;Остальные;12
26-30;24.09.2019 18:58:00;Красота;Красота;1052497;Спорт;Остальные;1
26-30;24.09.2019 18:58:00;Красота;Красота;1052524;Строительство;Остальные;5
26-30;24.09.2019 18:58:00;Красота;Красота;1052557;Технологии;Остальные;5
26-30;24.09.2019 18:58:00;Красота;Красота;1052583;Финансы;Остальные;4
26-30;24.09.2019 18:58:00;Культура;Культура;1052608;Авто;Остальные;3
26-30;24.09.2019 18:58:00;Культура;Культура;1052639;Деньги;Остальные;1
26-30;24.09.2019 18:58:00;Культура;Культура;1052674;Дети;Остальные;27
26-30;24.09.2019 18:58:00;Культура;Культура;1052789;Знаменитости;Остальные;74
26-30;24.09.2019 18:58:00;Культура;Культура;1052853;Интерьеры;Остальные;3
26-30;24.09.2019 18:58:00;Культура;Культура;1052905;Искусство;Остальные;24
26-30;24.09.2019 18:58:00;Культура;Культура;1052970;История;Остальные;29
26-30;24.09.2019 18:58:00;Культура;Культура;1053031;Кино;Остальные;66
26-30;24.09.2019 18:58:00;Культура;Культура;1053099;Музыка;Остальные;10
26-30;24.09.2019 18:58:00;Культура;Культура;1053146;Одежда;Остальные;9
26-30;24.09.2019 18:58:00;Культура;Культура;1053194;Полезные советы;Остальные;10
26-30;24.09.2019 18:58:00;Культура;Культура;1053237;Политика;Остальные;8
26-30;24.09.2019 18:58:00;Культура;Культура;1053278;Психология;Остальные;7
26-30;24.09.2019 18:58:00;Культура;Культура;1053317;Путешествия;Остальные;16
26-30;24.09.2019 18:58:00;Культура;Культура;1053366;Ремонт;Остальные;7
26-30;24.09.2019 18:58:00;Культура;Культура;1053416;Россия;Остальные;50
26-30;24.09.2019 18:58:00;Культура;Культура;1053478;Сад и дача;Остальные;2
26-30;24.09.2019 18:58:00;Культура;Культура;1053513;Сделай сам;Остальные;3
26-30;24.09.2019 18:58:00;Культура;Культура;1053555;Семейные отношения;Остальные;32
26-30;24.09.2019 18:58:00;Культура;Культура;1053617;Семья;Остальные;16
26-30;24.09.2019 18:58:00;Культура;Культура;1053667;Спорт;Остальные;2
26-30;24.09.2019 18:58:00;Культура;Культура;1053697;Строительство;Остальные;1
26-30;24.09.2019 18:58:00;Культура;Культура;1053726;Технологии;Остальные;1
26-30;24.09.2019 18:58:00;Культура;Культура;1053748;Финансы;Остальные;1
26-30;24.09.2019 18:58:00;Наука;Наука;1053779;Авто;Топ-10 тем;83
26-30;24.09.2019 18:58:00;Наука;Наука;1053836;Деньги;Топ-10 тем;8
26-30;24.09.2019 18:58:00;Наука;Наука;1053892;Дети;Топ-10 тем;38
26-30;24.09.2019 18:58:00;Наука;Наука;1053947;Еда;Топ-10 тем;3
26-30;24.09.2019 18:58:00;Наука;Наука;1053984;Здоровье;Топ-10 тем;24
26-30;24.09.2019 18:58:00;Наука;Наука;1054053;Знаменитости;Топ-10 тем;74
26-30;24.09.2019 18:58:00;Наука;Наука;1054116;Интерьеры;Топ-10 тем;10
26-30;24.09.2019 18:58:00;Наука;Наука;1054163;Искусство;Топ-10 тем;16
26-30;24.09.2019 18:58:00;Наука;Наука;1054226;История;Топ-10 тем;47
26-30;24.09.2019 18:58:00;Наука;Наука;1054298;Кино;Топ-10 тем;141
26-30;24.09.2019 18:58:00;Наука;Наука;1054368;Музыка;Топ-10 тем;22
26-30;24.09.2019 18:58:00;Наука;Наука;1054422;Одежда;Топ-10 тем;27
26-30;24.09.2019 18:58:00;Наука;Наука;1054482;Полезные советы;Топ-10 тем;83
26-30;24.09.2019 18:58:00;Наука;Наука;1054553;Политика;Топ-10 тем;9
26-30;24.09.2019 18:58:00;Наука;Наука;1054597;Психология;Топ-10 тем;10
26-30;24.09.2019 18:58:00;Наука;Наука;1054661;Путешествия;Топ-10 тем;63
26-30;24.09.2019 18:58:00;Наука;Наука;1054728;Ремонт;Топ-10 тем;16
26-30;24.09.2019 18:58:00;Наука;Наука;1054788;Россия;Топ-10 тем;74
26-30;24.09.2019 18:58:00;Наука;Наука;1054861;Сад и дача;Топ-10 тем;12
26-30;24.09.2019 18:58:00;Наука;Наука;1054904;Сделай сам;Топ-10 тем;18
26-30;24.09.2019 18:58:00;Наука;Наука;1054963;Семейные отношения;Топ-10 тем;75
26-30;24.09.2019 18:58:00;Наука;Наука;1055034;Семья;Топ-10 тем;37
26-30;24.09.2019 18:58:00;Наука;Наука;1055096;Спорт;Топ-10 тем;19
26-30;24.09.2019 18:58:00;Наука;Наука;1055150;Строительство;Топ-10 тем;7
26-30;24.09.2019 18:58:00;Наука;Наука;1055188;Технологии;Топ-10 тем;23
26-30;24.09.2019 18:58:00;Наука;Наука;1055243;Финансы;Топ-10 тем;4
26-30;24.09.2019 18:58:00;Общество;Общество;1055281;Авто;Топ-10 тем;14
26-30;24.09.2019 18:58:00;Общество;Общество;1055341;Деньги;Топ-10 тем;13
26-30;24.09.2019 18:58:00;Общество;Общество;1055399;Дети;Топ-10 тем;39
26-30;24.09.2019 18:58:00;Общество;Общество;1055453;Еда;Топ-10 тем;5
26-30;24.09.2019 18:58:00;Общество;Общество;1055506;Здоровье;Топ-10 тем;49
26-30;24.09.2019 18:58:00;Общество;Общество;1055574;Знаменитости;Топ-10 тем;32
26-30;24.09.2019 18:58:00;Общество;Общество;1055622;Интерьеры;Топ-10 тем;5
26-30;24.09.2019 18:58:00;Общество;Общество;1055651;Искусство;Топ-10 тем;11
26-30;24.09.2019 18:58:00;Общество;Общество;1055708;История;Топ-10 тем;53
26-30;24.09.2019 18:58:00;Общество;Общество;1055767;Кино;Топ-10 тем;23
26-30;24.09.2019 18:58:00;Общество;Общество;1055812;Музыка;Топ-10 тем;8
26-30;24.09.2019 18:58:00;Общество;Общество;1055843;Одежда;Топ-10 тем;9
26-30;24.09.2019 18:58:00;Общество;Общество;1055905;Полезные советы;Топ-10 тем;41
26-30;24.09.2019 18:58:00;Общество;Общество;1055979;Политика;Топ-10 тем;53
26-30;24.09.2019 18:58:00;Общество;Общество;1056048;Психология;Топ-10 тем;34
26-30;24.09.2019 18:58:00;Общество;Общество;1056115;Путешествия;Топ-10 тем;33
26-30;24.09.2019 18:58:00;Общество;Общество;1056174;Ремонт;Топ-10 тем;8
26-30;24.09.2019 18:58:00;Общество;Общество;1056232;Россия;Топ-10 тем;132
26-30;24.09.2019 18:58:00;Общество;Общество;1056298;Сад и дача;Топ-10 тем;2
26-30;24.09.2019 18:58:00;Общество;Общество;1056331;Сделай сам;Топ-10 тем;5
26-30;24.09.2019 18:58:00;Общество;Общество;1056383;Семейные отношения;Топ-10 тем;110
26-30;24.09.2019 18:58:00;Общество;Общество;1056464;Семья;Топ-10 тем;67
26-30;24.09.2019 18:58:00;Общество;Общество;1056528;Спорт;Топ-10 тем;15
26-30;24.09.2019 18:58:00;Общество;Общество;1056573;Строительство;Топ-10 тем;3
26-30;24.09.2019 18:58:00;Общество;Общество;1056601;Технологии;Топ-10 тем;4
26-30;24.09.2019 18:58:00;Общество;Общество;1056646;Финансы;Топ-10 тем;16
26-30;24.09.2019 18:58:00;Отношения;Отношения;1056697;Авто;Топ-10 тем;12
26-30;24.09.2019 18:58:00;Отношения;Отношения;1056751;Деньги;Топ-10 тем;13
26-30;24.09.2019 18:58:00;Отношения;Отношения;1056789;Дети;Топ-10 тем;4
26-30;24.09.2019 18:58:00;Отношения;Отношения;1056844;Еда;Топ-10 тем;19
26-30;24.09.2019 18:58:00;Отношения;Отношения;1056904;Здоровье;Топ-10 тем;40
26-30;24.09.2019 18:58:00;Отношения;Отношения;1056974;Знаменитости;Топ-10 тем;61
26-30;24.09.2019 18:58:00;Отношения;Отношения;1057049;Интерьеры;Топ-10 тем;32
26-30;24.09.2019 18:58:00;Отношения;Отношения;1057109;Искусство;Топ-10 тем;15
26-30;24.09.2019 18:58:00;Отношения;Отношения;1057170;История;Топ-10 тем;23
26-30;24.09.2019 18:58:00;Отношения;Отношения;1057234;Кино;Топ-10 тем;30
